门店ID,门店名称,省份,城市,城市层级,门店类型,商圈,直营加盟类型,月份,月营收,毛利,店面贡献利润,单店净利润,毛利率,店面贡献利润率,单店净利率,堂食占比,外卖占比,人工占比,房租占比,客单价,房租占比上限,人工占比上限,堂食占比下限,持续亏损预警月数,毛利率塌方阈值pp,适用范围,房租超标,人工超标,堂食衰减,本月亏损,利润健康等级,预警条数,建议动作,历史亏损月数,近3月有亏损,持续亏损标签
S00823,绵阳社区0823店,四川,绵阳,三线,社区店,社区,直营,2026-03,17379.0,8850.57,3696.2,2454.3099999999995,0.509268082168134,0.212681972495541,0.141222740088613,0.601119742217619,0.398880257782381,0.172166983140572,0.094778755969849,102.22941176470589,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00804,中山CBD0804店,广东,中山,二线,快取店,CBD,直营,2026-04,22406.04,10892.170000000002,7280.890000000001,5885.290000000001,0.486126508744963,0.324952111127178,0.262665334882916,0.580497937163372,0.419502062836628,0.083491326445905,0.053208420586592,70.6815141955836,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00818,贵阳购物中心0818店,贵州,贵阳,二线,外卖卫星店,购物中心,加盟,2026-02,4232.639999999999,1614.2599999999993,777.2599999999992,586.7299999999991,0.38138372268844,0.183634800030241,0.138620340969229,0.190715487260906,0.809284512739094,0.09486278067589,0.081301504498375,64.13090909090909,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00804,中山CBD0804店,广东,中山,二线,快取店,CBD,直营,2026-02,11369.739999999998,5993.559999999998,3867.9999999999973,3005.5999999999985,0.527150137118351,0.34020127109327,0.264350811891917,0.675108665633515,0.324891334366485,0.102162406528206,0.059709368903774,93.96479338842974,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01014,合肥购物中心1014店,安徽,合肥,二线,快取店,购物中心,直营,2026-03,23570.86,12184.630000000001,6999.590000000001,5498.720000000001,0.516936166096613,0.296959466052575,0.233284657411736,0.580228298840178,0.419771701159822,0.117362285466037,0.080711946869991,88.94664150943396,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01014,合肥购物中心1014店,安徽,合肥,二线,快取店,购物中心,直营,2026-02,11786.7,5620.310000000001,3296.3100000000013,2410.1600000000017,0.4768349071411,0.279663519051134,0.204481322168207,0.298971722365039,0.701028277634961,0.085643988563381,0.095269244148065,138.66705882352943,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,TRUE,FALSE,标杆,1,进入堂食提振专题,0,0,非持续亏损
S01014,合肥购物中心1014店,安徽,合肥,二线,快取店,购物中心,直营,2026-04,25863.17,12698.509999999998,7264.159999999999,5391.009999999995,0.490988150331147,0.280868895808209,0.208443512531526,0.63841594050536,0.36158405949464,0.113515087284351,0.07454074655195,94.3911313868613,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S01014,合肥购物中心1014店,安徽,合肥,二线,快取店,购物中心,直营,2026-05,17217.66,9471.76,5641.8,4517.52,0.550118889558744,0.32767518931144,0.262377117448016,0.649362921558447,0.350637078441554,0.10109852326042,0.09355278243385,98.38662857142857,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00017,大连购物中心0017店,辽宁,大连,二线,商场店,购物中心,直营,2026-04,26613.58,12966.120000000003,-1101.569999999997,-2915.4699999999975,0.487199392190002,-0.041391274680069,-0.109548208095266,0.583358195327348,0.416641804672652,0.218694365808734,0.279004929062531,84.22018987341772,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,TRUE,TRUE,严重亏损,2,启动关店评估,1,1,非持续亏损
S00023,济南社区0023店,山东,济南,二线,社区店,社区,直营,2026-04,17295.600000000006,8815.400000000005,3091.800000000005,1996.7500000000073,0.509690325863225,0.178762228543676,0.115448437752955,0.694010615416638,0.305989384583362,0.163001572654317,0.125777076250607,75.52663755458518,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00017,大连购物中心0017店,辽宁,大连,二线,商场店,购物中心,直营,2026-02,7588.049999999999,4220.629999999999,368.849999999999,-192.27000000000044,0.556220636395385,0.04860932650681,-0.025338525708186,0.605416411330974,0.394583588669026,0.216126672860616,0.264299787165346,68.98227272727271,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,微利,0,正常运营,1,1,非持续亏损
S00017,大连购物中心0017店,辽宁,大连,二线,商场店,购物中心,直营,2026-05,19180.499999999996,10750.659999999996,2206.449999999996,749.8299999999945,0.560499465603086,0.115036104376841,0.039093350016944,0.685125518104325,0.314874481895675,0.183007220875368,0.229855843174057,86.78959276018098,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,1,1,非持续亏损
S00042,嘉兴交通枢纽0042店,浙江,嘉兴,二线,快取店,交通枢纽,直营,2026-03,21948.75,11389.789999999999,6425.449999999999,4886.100000000002,0.518926590352526,0.292747878580785,0.222614044079959,0.558896520302978,0.441103479697021,0.10178028361524,0.091414317444046,86.07352941176471,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00042,嘉兴交通枢纽0042店,浙江,嘉兴,二线,快取店,交通枢纽,直营,2026-05,19041.47,10368.050000000001,6674.250000000001,5268.4,0.544498402696851,0.35051127880358,0.276680319324086,0.694579777716741,0.305420222283259,0.102086130955226,0.060848243334154,118.27000000000001,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00023,济南社区0023店,山东,济南,二线,社区店,社区,直营,2026-03,18440.24999999999,9731.77999999999,4246.579999999989,2935.329999999989,0.527746641178943,0.23028863491547,0.159180596792342,0.712719729938586,0.287280270061415,0.154830872683396,0.115265790865091,78.46914893617017,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00017,大连购物中心0017店,辽宁,大连,二线,商场店,购物中心,直营,2026-03,33276.21,19319.87,3072.3899999999994,656.4599999999991,0.580591058897633,0.092329925793833,0.019727607200459,0.752831527388486,0.247168472611514,0.185577023344906,0.271908068857601,99.03633928571428,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,1,1,非持续亏损
S00023,济南社区0023店,山东,济南,二线,社区店,社区,直营,2026-02,5255.69,3021.87,1482.37,1103.4499999999998,0.574971126531435,0.282050501456517,0.209953402883351,0.835597228908098,0.164402771091902,0.167639263350768,0.09964248271873,69.15381578947368,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00042,嘉兴交通枢纽0042店,浙江,嘉兴,二线,快取店,交通枢纽,直营,2026-02,7066.2300000000005,3447.3700000000003,1923.4500000000007,1413.6900000000005,0.487865523765855,0.272203140854459,0.200062834071351,0.52545416721505,0.47454583278495,0.108445380351333,0.088324325701258,86.17353658536587,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00042,嘉兴交通枢纽0042店,浙江,嘉兴,二线,快取店,交通枢纽,直营,2026-04,30231.900000000016,15623.000000000015,10284.620000000015,8202.380000000012,0.516772018960105,0.340190990311559,0.271315398635217,0.456454275119989,0.543545724880011,0.090230187318693,0.057835928274439,122.89390243902446,0.1,0.13,0.3,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00023,济南社区0023店,山东,济南,二线,社区店,社区,直营,2026-05,14123.76,8106.610000000001,3768.460000000001,2766.720000000001,0.573969679462126,0.266817051550012,0.195891179119441,0.773450554243346,0.226549445756654,0.179658249644571,0.099318453442993,87.72521739130435,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00262,福州社区0262店,福建,福州,二线,社区店,社区,加盟,2026-02,8825.650000000001,4881.130000000001,2083.9900000000007,1603.4700000000012,0.553061814144001,0.236128783715647,0.181682935534493,0.628514613654518,0.371485386345482,0.17997088033176,0.114562666772419,114.61883116883119,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00262,福州社区0262店,福建,福州,二线,社区店,社区,加盟,2026-04,21956.820000000007,11192.250000000005,5334.970000000006,4422.400000000005,0.509739115227068,0.242975531065063,0.20141350159085,0.647841080812249,0.352158919187751,0.154549247113198,0.090773162962578,96.30184210526319,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00262,福州社区0262店,福建,福州,二线,社区店,社区,加盟,2026-05,13530.049999999997,7375.679999999998,3406.5599999999986,2776.0499999999993,0.545133240453657,0.251777340068958,0.205176625363543,0.788722879811974,0.211277120188026,0.140379377755441,0.113662551136175,85.0946540880503,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00262,福州社区0262店,福建,福州,二线,社区店,社区,加盟,2026-03,25327.499999999996,14849.179999999995,7180.839999999995,6276.059999999998,0.586286842365018,0.283519494620472,0.247796268877702,0.747881551673083,0.252118448326917,0.155550686013227,0.109607343796269,110.60043668122269,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00707,武汉社区0707店,湖北,武汉,新一线,社区店,社区,直营,2026-05,17193.86,8906.52,3861.2799999999997,2580.7900000000027,0.51800584627303,0.224573190662248,0.150099512267752,0.555690810556792,0.444309189443208,0.15369149219547,0.115794824431512,84.69881773399015,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00707,武汉社区0707店,湖北,武汉,新一线,社区店,社区,直营,2026-02,7079.4,4071.5699999999997,2252.7699999999995,1758.1400000000003,0.575129248241376,0.318214820465011,0.2483459050202,0.716064920755996,0.283935079244004,0.150452015707546,0.085005791451253,65.55,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00707,武汉社区0707店,湖北,武汉,新一线,社区店,社区,直营,2026-03,30173.29,14459.760000000002,6276.920000000002,4195.2800000000025,0.479223843339589,0.208029021694353,0.139039528006392,0.496908358352702,0.503091641647298,0.132013114910572,0.104204082484873,96.09328025477707,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,TRUE,FALSE,标杆,1,进入堂食提振专题,0,0,非持续亏损
S00698,兰州社区0698店,甘肃,兰州,三线,社区店,社区,加盟,2026-03,14634.159999999996,8207.279999999995,4200.959999999995,3501.7999999999956,0.560830276558408,0.287065332072356,0.239289443329853,0.65270025747976,0.34729974252024,0.135787089932049,0.10816678237767,85.08232558139532,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00707,武汉社区0707店,湖北,武汉,新一线,社区店,社区,直营,2026-04,29575.37999999999,15727.55999999999,6028.769999999991,3903.269999999986,0.531778797094069,0.203844210961955,0.13197700249329,0.701771202939742,0.298228797060258,0.168189216841846,0.127154748307545,100.93986348122864,0.12,0.18,0.5,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,标杆,1,考虑闭店或营收提升,0,0,非持续亏损
S00780,佛山CBD0780店,广东,佛山,新一线,写字楼店,CBD,直营,2026-03,43318.46999999999,22329.369999999988,5235.279999999987,2046.4399999999805,0.515469960042448,0.120855607319464,0.047241742379174,0.720423182074528,0.279576817925472,0.211349338977115,0.139248916224419,79.19281535648992,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00780,佛山CBD0780店,广东,佛山,新一线,写字楼店,CBD,直营,2026-04,45261.10999999999,24885.649999999994,5356.6199999999935,2363.5199999999895,0.549824120530849,0.11834928484962,0.052219664961818,0.64823509631116,0.35176490368884,0.222743542966578,0.171166372190165,93.51469008264462,0.16,0.25,0.6,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,关注,1,考虑闭店或营收提升,0,0,非持续亏损
S00780,佛山CBD0780店,广东,佛山,新一线,写字楼店,CBD,直营,2026-02,16096.599999999999,8847.529999999999,2248.899999999999,1023.1599999999999,0.549652100443572,0.139712734366264,0.063563733956239,0.725624666078551,0.274375333921449,0.215721953704509,0.151062957394729,103.84903225806451,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00758,太原CBD0758店,山西,太原,二线,写字楼店,CBD,加盟,2026-05,26274.030000000006,15109.100000000006,5250.810000000007,4068.230000000003,0.575058337072767,0.199847910655503,0.154838446937908,0.714639512857373,0.285360487142627,0.215310707950017,0.135783509419758,95.89062043795623,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00698,兰州社区0698店,甘肃,兰州,三线,社区店,社区,加盟,2026-05,12545.559999999998,6465.989999999998,2911.319999999998,2393.41,0.515400667646562,0.232059788482937,0.190777454334442,0.59975401656044,0.40024598343956,0.148195855744981,0.092775452032432,119.4815238095238,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00780,佛山CBD0780店,广东,佛山,新一线,写字楼店,CBD,直营,2026-05,29818.460000000006,17693.600000000006,5936.620000000006,3811.780000000006,0.593377391052388,0.199092106030962,0.1278328927785,0.783227235745911,0.21677276425409,0.222124817981881,0.125985044163917,85.43971346704873,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00758,太原CBD0758店,山西,太原,二线,写字楼店,CBD,加盟,2026-02,8783.060000000001,4906.920000000001,1080.7300000000012,680.3000000000011,0.558680004463137,0.123047092926611,0.077455920829415,0.685854360553156,0.314145639446844,0.226254858784979,0.178538003839209,71.99229508196723,0.16,0.25,0.6,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00698,兰州社区0698店,甘肃,兰州,三线,社区店,社区,加盟,2026-02,4631.32,2410.4799999999996,964.8099999999995,796.1199999999994,0.520473644662861,0.208322897143795,0.171899156180095,0.71704827133517,0.28295172866483,0.171674598170716,0.116543447656392,81.25122807017543,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00698,兰州社区0698店,甘肃,兰州,三线,社区店,社区,加盟,2026-04,12845.84,7467.000000000001,4121.740000000002,3492.6500000000015,0.58127767432881,0.32086185099612,0.271889576703431,0.735373474992682,0.264626525007318,0.143514943359095,0.087014161783114,78.32829268292683,0.12,0.18,0.5,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00758,太原CBD0758店,山西,太原,二线,写字楼店,CBD,加盟,2026-04,29668.61999999999,15877.649999999992,4161.009999999994,2835.2299999999923,0.535166448591138,0.140249529637711,0.095563258419165,0.681071448554062,0.318928551445939,0.206099575915563,0.155106641293056,75.49267175572517,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00758,太原CBD0758店,山西,太原,二线,写字楼店,CBD,加盟,2026-03,39227.03000000001,20603.310000000012,4763.080000000013,2623.5100000000093,0.525232473628516,0.121423416455439,0.066880158910833,0.780105707722456,0.219894292277544,0.210965500064624,0.159127519977934,98.56037688442214,0.16,0.25,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00566,上海CBD0566店,上海,上海,一线,外卖卫星店,CBD,直营,2026-03,41889.479999999996,16631.379999999994,8198.039999999994,5347.659999999996,0.397029994165599,0.195706416026172,0.127661169343711,0.20114835514788,0.798851644852121,0.104423115302458,0.081100553169913,94.34567567567566,0.08,0.13,0.0,3,0.03,全部,TRUE,FALSE,FALSE,FALSE,健康,1,考虑闭店或营收提升,0,0,非持续亏损
S00568,佛山购物中心0568店,广东,佛山,新一线,商场店,购物中心,直营,2026-04,42008.369999999995,22394.459999999995,2945.7899999999954,163.90999999999622,0.533095190315644,0.070123882454854,0.003901841466355,0.694855572829891,0.305144427170109,0.188107988955534,0.251148521116149,93.55984409799554,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00566,上海CBD0566店,上海,上海,一线,外卖卫星店,CBD,直营,2026-04,38041.209999999985,15610.469999999987,8819.849999999988,6166.019999999986,0.410356820931826,0.231849880695172,0.162087904143953,0.207624047710365,0.792375952289636,0.082627497916076,0.075733658314233,88.05835648148144,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,标杆,0,"标杆门店, 复制打法",0,0,非持续亏损
S00550,成都购物中心0550店,四川,成都,新一线,外卖卫星店,购物中心,直营,2026-02,9081.349999999999,3212.279999999999,1723.5999999999988,1050.5499999999993,0.353722739460543,0.189795570041899,0.115682139769968,0.100652436036492,0.899347563963508,0.095946087310807,0.052496600175084,91.73080808080806,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
S00568,佛山购物中心0568店,广东,佛山,新一线,商场店,购物中心,直营,2026-03,38943.060000000005,21882.480000000003,4441.780000000004,1490.3800000000047,0.561909618812697,0.114058320019023,0.038270747085617,0.672620744235301,0.327379255764698,0.195831298310919,0.223558703399271,88.10647058823531,0.28,0.22,0.6,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,关注,0,正常运营,0,0,非持续亏损
S00550,成都购物中心0550店,四川,成都,新一线,外卖卫星店,购物中心,直营,2026-03,24717.939999999995,8690.869999999995,4277.549999999996,2512.5799999999945,0.351601711145832,0.173054469749502,0.101650056598567,0.15138073803885,0.848619261961151,0.097434090381318,0.053565143373598,80.77758169934638,0.08,0.13,0.0,3,0.03,全部,FALSE,FALSE,FALSE,FALSE,健康,0,正常运营,0,0,非持续亏损
