门店ID,门店名称,省份,城市,城市层级,店型,门店类型,商圈,是否90天内新店,新店标签,业务日期,订单数,销售额,平均客单价,会员订单数,到店订单数,外卖订单数,会员订单占比,到店占比,折扣率,当日评分,未回复负评数,今日异常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-17,15,894.49,59.632666666666665,11,10,5,0.733333333333333,0.666666666666667,0.060409663865546,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-18,15,2252.2200000000003,150.14800000000002,8,6,9,0.533333333333333,0.4,0.032551546391753,4.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-19,12,730.88,60.906666666666666,5,8,4,0.416666666666667,0.666666666666667,0.033227513227513,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-20,18,1148.1,63.78333333333333,13,12,6,0.722222222222222,0.666666666666667,0.022893617021277,3.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-21,13,841.38,64.72153846153846,8,7,6,0.615384615384615,0.538461538461539,0.051431792559188,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-22,14,2058.43,147.03071428571428,10,7,7,0.714285714285714,0.5,0.029957587181904,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-23,17,4091.79,240.6935294117647,8,13,4,0.470588235294118,0.764705882352941,0.008531621032227,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-24,15,2800.73,186.71533333333335,9,9,6,0.6,0.6,0.098574187318957,2.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-25,16,1047.07,65.441875,8,10,6,0.5,0.625,0.051567028985507,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-26,11,868.21,78.92818181818183,7,9,2,0.636363636363636,0.818181818181818,0.102161323681489,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-27,15,1182.0700000000002,78.80466666666668,11,10,5,0.733333333333333,0.666666666666667,0.090015396458814,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-28,19,1356.3300000000002,71.38578947368421,10,9,10,0.526315789473684,0.473684210526316,0.089711409395973,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-29,14,913.97,65.28357142857143,9,10,4,0.642857142857143,0.714285714285714,0.074929149797571,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-30,14,909.84,64.98857142857143,9,4,10,0.642857142857143,0.285714285714286,0.054220374220374,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-03-31,13,738.86,56.83538461538462,7,9,4,0.538461538461539,0.692307692307692,0.026534914361001,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-01,17,2332.03,137.17823529411766,11,12,5,0.647058823529412,0.705882352941177,0.037941419141914,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-02,13,975.0,75.0,6,5,8,0.461538461538462,0.384615384615385,0.0,1.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-03,13,1959.17,150.70538461538462,9,8,5,0.692307692307692,0.615384615384615,0.1102770208901,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-04,17,1238.72,72.86588235294118,12,11,6,0.705882352941177,0.647058823529412,0.062286146858441,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-05,16,918.38,57.39875,9,8,8,0.5625,0.5,0.062877551020408,2.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-06,14,836.06,59.71857142857142,11,9,5,0.785714285714286,0.642857142857143,0.087270742358079,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-07,14,1009.9,72.13571428571429,7,9,5,0.5,0.642857142857143,0.070073664825046,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-08,14,992.0600000000001,70.86142857142858,9,9,5,0.642857142857143,0.642857142857143,0.05876660341556,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-09,16,1049.55,65.596875,13,12,4,0.8125,0.75,0.073654015887026,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-10,14,789.57,56.39785714285715,6,9,5,0.428571428571429,0.642857142857143,0.046413043478261,2.0,1,口碑异常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-11,18,1162.03,64.55722222222222,13,11,7,0.722222222222222,0.611111111111111,0.082124802527646,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-12,15,972.4000000000001,64.82666666666667,7,8,7,0.466666666666667,0.533333333333333,0.166037735849057,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-13,16,1191.27,74.454375,12,9,7,0.75,0.5625,0.006447039199333,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-14,16,1059.98,66.24875,10,7,9,0.625,0.4375,0.017627432808156,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-15,16,752.9300000000001,47.058125000000004,9,11,5,0.5625,0.6875,0.091761158021713,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-16,13,992.91,76.3776923076923,7,10,3,0.538461538461539,0.769230769230769,0.045278846153846,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-17,13,819.9100000000001,63.07000000000001,5,8,5,0.384615384615385,0.615384615384615,0.064029680365297,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-18,17,990.1099999999999,58.241764705882346,12,12,5,0.705882352941177,0.705882352941177,0.13828546562228,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-19,17,881.0899999999999,51.82882352941176,10,10,7,0.588235294117647,0.588235294117647,0.077392670157068,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-20,21,1255.97,59.80809523809524,16,13,8,0.761904761904762,0.619047619047619,0.062708955223881,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-21,20,1298.0,64.9,12,12,8,0.6,0.6,0.050475493782004,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-22,11,431.22,39.20181818181818,6,10,1,0.545454545454546,0.909090909090909,0.116352459016393,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-23,14,2074.8,148.20000000000002,9,9,5,0.642857142857143,0.642857142857143,0.02956033676333,3.5,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-24,12,664.45,55.37083333333334,8,7,5,0.666666666666667,0.583333333333333,0.134830729166667,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-25,17,1803.84,106.10823529411765,10,11,6,0.588235294117647,0.647058823529412,0.026529951430113,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-26,16,1254.66,78.41625,10,6,10,0.625,0.375,0.099310839913855,3.0,0,评分滑坡
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-27,19,2617.8900000000003,137.78368421052633,13,10,9,0.684210526315789,0.526315789473684,0.026806691449814,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-28,12,1644.06,137.005,8,7,5,0.666666666666667,0.583333333333333,0.043038416763679,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-29,15,1126.5900000000001,75.10600000000001,12,9,6,0.8,0.6,0.051691919191919,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-04-30,11,625.48,56.86181818181819,7,8,3,0.636363636363636,0.727272727272727,0.074733727810651,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-01,16,1584.6999999999998,99.04374999999999,10,12,4,0.625,0.75,0.059525222551929,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-02,19,2198.87,115.72999999999999,16,6,13,0.842105263157895,0.315789473684211,0.115498793242156,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-03,17,803.42,47.26,11,13,4,0.647058823529412,0.764705882352941,0.060327485380117,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-04,10,585.23,58.523,6,8,2,0.6,0.8,0.054555735056543,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-05,21,1428.0700000000002,68.00333333333334,14,12,9,0.666666666666667,0.571428571428571,0.082217223650386,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-06,15,1198.67,79.91133333333333,12,8,7,0.8,0.533333333333333,0.027053571428571,2.0,1,口碑异常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-07,14,2402.94,171.63857142857142,11,4,10,0.785714285714286,0.285714285714286,0.025571776155718,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-08,13,677.2900000000001,52.09923076923077,9,8,5,0.692307692307692,0.615384615384615,0.072205479452055,1.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-09,18,2802.21,155.67833333333334,13,12,6,0.722222222222222,0.666666666666667,0.018834033613445,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-10,12,1201.95,100.16250000000001,6,8,4,0.5,0.666666666666667,0.043794749403341,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-11,15,3326.1900000000005,221.74600000000004,12,9,6,0.8,0.6,0.012120582120582,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-12,17,948.3,55.78235294117647,13,13,4,0.764705882352941,0.764705882352941,0.053592814371257,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-13,15,2280.84,152.056,13,9,6,0.866666666666667,0.6,0.025282051282051,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-14,14,1064.0400000000002,76.00285714285715,8,9,5,0.571428571428571,0.642857142857143,0.014777777777778,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-15,12,768.77,64.06416666666667,11,5,7,0.916666666666667,0.416666666666667,0.049728059332509,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-16,20,1027.02,51.351,13,15,5,0.65,0.75,0.081377459749553,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-17,18,2452.0999999999995,136.22777777777776,13,9,9,0.722222222222222,0.5,0.03688138256088,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-18,15,2577.7000000000003,171.8466666666667,12,10,5,0.8,0.666666666666667,0.02396819386596,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-19,15,3534.4300000000003,235.62866666666667,9,9,6,0.6,0.6,0.005786216596343,5.0,0,正常
S00002,广州购物中心0002店,广东,广州,一线,快取店,快取店,购物中心,FALSE,非新店,2026-05-20,19,1348.93,70.99631578947368,15,11,8,0.789473684210526,0.578947368421053,0.0466925795053,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-19,17,965.66,56.80352941176471,10,8,9,0.588235294117647,0.470588235294118,0.038187250996016,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-20,26,1864.2800000000002,71.70307692307694,17,19,7,0.653846153846154,0.730769230769231,0.047378640776699,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-21,25,2412.09,96.48360000000001,11,17,8,0.44,0.68,0.105307863501484,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-22,25,1455.41,58.2164,10,13,12,0.4,0.52,0.046258191349934,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-23,22,1224.6100000000001,55.664090909090916,7,18,4,0.318181818181818,0.818181818181818,0.020312,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-24,20,1640.3400000000001,82.01700000000001,14,13,7,0.7,0.65,0.040736842105263,3.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-25,21,1274.22,60.67714285714286,8,13,8,0.380952380952381,0.619047619047619,0.03027397260274,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-26,21,1228.5,58.5,11,10,11,0.523809523809524,0.476190476190476,0.042478565861263,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-27,13,978.63,75.27923076923076,6,8,5,0.461538461538462,0.615384615384615,0.138529929577465,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-02-28,26,7001.04,269.27076923076925,9,17,9,0.346153846153846,0.653846153846154,0.016155143338954,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-01,22,1191.56,54.16181818181818,10,13,9,0.454545454545454,0.590909090909091,0.045224358974359,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-02,24,4191.0,174.625,14,14,10,0.583333333333333,0.583333333333333,0.039202200825309,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-03,21,6346.41,302.21,12,19,2,0.571428571428571,0.904761904761905,0.010537885874649,3.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-04,21,3869.87,184.2795238095238,8,14,7,0.380952380952381,0.666666666666667,0.023992433795712,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-05,27,1639.4299999999998,60.71962962962962,14,21,6,0.518518518518518,0.777777777777778,0.046843023255814,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-06,16,859.64,53.7275,7,10,6,0.4375,0.625,0.073663793103448,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-07,24,1975.93,82.33041666666666,13,15,9,0.541666666666667,0.625,0.027114721811915,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-08,24,2674.32,111.43,12,13,11,0.5,0.541666666666667,0.038360302049622,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-09,30,3359.25,111.975,15,20,10,0.5,0.666666666666667,0.028556969346443,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-10,23,3479.46,151.2808695652174,12,18,5,0.521739130434783,0.782608695652174,0.194569444444444,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-11,22,1118.9699999999998,50.86227272727272,9,15,7,0.409090909090909,0.681818181818182,0.042797262617622,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-12,16,913.9900000000001,57.12437500000001,5,15,1,0.3125,0.9375,0.044942528735632,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-13,25,1529.67,61.186800000000005,12,17,8,0.48,0.68,0.025687898089172,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-14,23,2501.42,108.75739130434783,12,13,10,0.521739130434783,0.565217391304348,0.107910128388017,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-15,30,2538.5800000000004,84.61933333333334,16,21,9,0.533333333333333,0.7,0.052415080253826,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-16,20,2557.22,127.86099999999999,12,15,5,0.6,0.75,0.034647036617592,4.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-17,16,1038.32,64.895,9,10,6,0.5625,0.625,0.047412844036697,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-18,21,1595.25,75.96428571428571,12,14,7,0.571428571428571,0.666666666666667,0.022518382352941,2.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-19,14,726.86,51.91857142857143,7,9,5,0.5,0.642857142857143,0.039815059445178,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-20,25,4395.51,175.8204,14,15,10,0.56,0.6,0.008233303249097,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-21,23,1472.98,64.04260869565218,14,18,5,0.608695652173913,0.782608695652174,0.076501567398119,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-22,22,3415.59,155.2540909090909,13,13,9,0.590909090909091,0.590909090909091,0.019635476463835,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-23,20,1203.37,60.168499999999995,10,13,7,0.5,0.65,0.022445166531275,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-24,17,1054.3100000000002,62.01823529411766,10,11,6,0.588235294117647,0.647058823529412,0.138635620915033,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-25,23,1388.1600000000003,60.354782608695665,16,16,7,0.695652173913043,0.695652173913043,0.07456,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-26,16,807.57,50.473125,8,14,2,0.5,0.875,0.0653125,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-27,17,1142.7,67.21764705882353,11,12,5,0.647058823529412,0.705882352941177,0.08584,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-28,26,4068.5199999999995,156.48153846153843,12,18,8,0.461538461538462,0.692307692307692,0.023867562380038,3.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-29,27,2525.42,93.53407407407407,16,20,7,0.592592592592593,0.740740740740741,0.061531029357116,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-30,20,3710.56,185.528,15,13,7,0.75,0.65,0.021734774584761,5.0,0,正常
S00003,上海CBD0003店,上海,上海,一线,标准店,写字楼店,CBD,FALSE,非新店,2026-03-31,17,2232.18,131.30470588235292,6,12,5,0.352941176470588,0.705882352941177,0.019683794466403,5.0,0,正常
